Date,Description,Amount,Extended Details,Doing Business As,Parent Company,Street Address,"City, State Zip",Reference,Category
12/1/17,"APPLE ONLINE STORE - CUPERTINO, CA",315.45,"W540804404A2488542547 53562-
2488542547 53562-
COM*PUTER/SOFTWARE
W540804404
6705953657
 2488542547 53562- 
  COM*PUTER/SOFTWARE  
  W540804404  
  6705953657  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/1/17,"BISCHOFFS MEDICAL SUPPLY 6500000071362 - SAN JOSE, CA",54.57,"10156320171 4082866651
4082866651
HOSPITAL/LAB EQUIP  $54.57
 4082866651 
  Description   Price 
  HOSPITAL/LAB EQUIP   $54.57 
 ",BISCHOFF'S MEDICAL & MOBILLITY,,"225 N BASCOM AVE
SAN JOSE
CA","95128
UNITED STATES",3.20173E+17,Merchandise & Supplies-Industrial Supplies
12/1/17,"LYFT *RIDE THU 9PM - SAN FRANCISCO, CA",7.79,"OPSNT_BS8MD(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/1/17,"UBER *TRIP 2MK57 - HELP.UBER.COM, CA",14.66,"4QMENFA4 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/2/17,"LYFT *RIDE FRI 4PM - SAN FRANCISCO, CA",8.96,"OPSNT_BSWT9(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/3/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",16.95,"1WX3J1PQB5G BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/5/17,"AMAZON.COM - AMZN.COM/BILL, WA",20.09,"3RN1IQ74TO3 MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/5/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3.5,"546734 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/5/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"580621 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/5/17,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 7815015809
7815015809
FAST FOOD REST.  $1.35
 7815015809 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/5/17,"AplPay CMSVEND*CV SAN JOSE 000015303 - SAN JOSE, CA",0.75,"00100044758 7043284000
7043284000
FAST FOOD REST.  $0.75
 7043284000 
  Description   Price 
  FAST FOOD REST.   $0.75 
 ",OSULLIVAN VENDING SERVICE,,"1525 ATTEBERRY LN
SAN JOSE
CA","95131
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/5/17,DELTA AIR LINES - ATLANTA,409.24,"18002211212
DELTA AIR LINES
From : To : Carrier : Class :
N/A
N/A YY
N/A YY
N/A YY
N/A YY
Ticket Number :  0062372962100 Date of Departure :
Passenger Name : PRASAD/VIKRAM SHANKAR
Document Type : ADDITIONAL COLLECTION
 DELTA AIR LINES 
  From:   To:  Carrier:   Class:  
  N/A   N/A   YY   
  N/A  
  N/A  
  N/A  
  Ticket Number:  0062372962100 
  Passenger Name: PRASAD/VIKRAM SHANKAR 
  Document Type: ADDITIONAL COLLECTION 
 ",DELTA AIR LINES DELTA.COM,,"ATLANTA AIRPORT
-
ATLANTA
GA","30344
UNITED STATES",3.20173E+17,Travel-Airline
12/5/17,"GOOGLE *GOOGLE STORAGE - 855-836-3987, CA",1.99,"A07799NG SELLER
SELLER
 SELLER 
 ",GOOGLE SERVICES,,"1600 AMPHITHEATRE PKWY
MOUNTAIN VIEW
CA","94043-1351
UNITED STATES",3.20173E+17,Business Services-Internet Services
12/5/17,"LYFT *RIDE TUE 8AM - SAN FRANCISCO, CA",7.34,"OPSNT_BTJAS(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/6/17,"AIRBNB * HM9PATB358 AIRBNB * HM9PAT - SAN FRANCISCO, CA",66.72,"FCGRK1MJ 4158005959
4158005959
 4158005959 
 ",AIRBNB,,"888 BRANNAN ST
-
SAN FRANCISCO
CA","94103-4932
UNITED STATES",3.20173E+17,Travel-Travel Agencies
12/6/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",15.19,"3AK8QSFOZ7Q BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/6/17,"APPLE ONLINE STORE - CUPERTINO, CA",108.97,"W577723505A2488542547 95014-
2488542547 95014-
COM*PUTER/SOFTWARE
W577723505
6707287061
 2488542547 95014- 
  COM*PUTER/SOFTWARE  
  W577723505  
  6707287061  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/6/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"504059 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/6/17,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 7815015809
7815015809
FAST FOOD REST.  $1.35
 7815015809 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/6/17,"LYFT *RIDE TUE 10PM - SAN FRANCISCO, CA",7.64,"OPSNT_BTTF0(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/6/17,"LYFT *RIDE WED 8AM - SAN FRANCISCO, CA",7.17,"OPSNT_BU4KA(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/6/17,"TACO BELL - CUPERTINO, CA",9.67,"0333295 650-868-4942
650-868-4942
FAST FOOD RESTAURAN $0.00
 650-868-4942 
  Description  
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"10710 S DE ANZA BLVD
CUPERTINO
CA","95014-4447
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/7/17,"AMAZON.COM - AMZN.COM/BILL, WA",7.81,"3ZL3WY0OHWZ MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/7/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3,"505123 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/7/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3.5,"586393 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/7/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"566968 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/7/17,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201047802 7815015809
7815015809
FAST FOOD REST.  $1.35
 7815015809 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/7/17,"LYFT *RIDE THU 8AM - SAN FRANCISCO, CA",6.99,"OPSNT_BUT0W(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/7/17,"LYFT *RIDE WED 9PM - SAN FRANCISCO, CA",7.48,"OPSNT_BUH5U(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/7/17,"UBER *TRIP ZLO6S - HELP.UBER.COM, CA",9.43,"5DNQENYF HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/8/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3.5,"588950 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/8/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",8,"585674 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/8/17,"HERTZ CAR RENTAL - 800-654-4173, OK",90.61,"R/A# 003506473 800-654-4173
Location   Date
Rental :HERTZ PPAY OK
Rental :
HERTZ PPAY  Agreement Number :  003506473
Renter Name : PRASAD VIKRAM
Charge Ref. Number :
    Location   Date  
  Rental:  HERTZ PPAY OK 
  Return:  HERTZ PPAY OK 
  Agreement Number:  003506473 
  Renter Name: PRASAD VIKRAM 
 ",HERTZ RAC,,"14501 HERTZ QUAIL SPRINGS
-
OKLAHOMA CITY
OK","73134-2606
UNITED STATES",3.20173E+17,Travel-Vehicle Rental
12/8/17,"LYFT *RIDE THU 9PM - SAN FRANCISCO, CA",7.44,"OPSNT_BUCGW(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/8/17,"NBA.COM LEAGUE PASS - 844-622-8550, GA",17.99,"41947220ABNNBA02274914 30318
NBA02274914 30318
 NBA02274914 30318 
 ",NBA.COM/LEAGUE PASS,,"101 MARIETTA ST NW
ATLANTA
GA","30303-2720
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/8/17,"TARGET - CUPERTINO, CA",54.48,"00803595 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET,,"20745 STEVENS CREEK BLVD
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
12/9/17,"LYFT *RIDE FRI 7AM - SAN FRANCISCO, CA",8.06,"OPSNT_BV03W(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/9/17,"MACYS SERRAMONTE 000000431 - DALY CITY, CA",41.55,"09314545467 8002896229
8002896229
SHAVERS  $17.99 CLUBROOM  $19.99 BAG FEES-EXEMPT  $0.25
 8002896229 
  Description   Price 
  SHAVERS   $17.99 
  CLUBROOM   $19.99 
  BAG FEES-EXEMPT   $0.25 
 ",MACY'S,,"1 SERRAMONTE CTR
DALY CITY
CA","94015-2398
UNITED STATES",3.20173E+17,Merchandise & Supplies-Department Stores
12/10/17,"AMAZON.COM - AMZN.COM/BILL, WA",8.13,"3BGR4DGSLEN MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/10/17,"SAFEWAY STORE 0759 - SAN FRANCISCO, CA",161.74,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
12/10/17,"SHELL OIL 57444679104 - S SAN FRAN, CA",16.99,"0996306 AUTO FUEL DISPENSER
AUTO FUEL DISPENSER
 AUTO FUEL DISPENSER 
 ",SHELL,,"12700 NORTHBOROUGH
ATTN: TEXACO CHARGEBACKS
HOUSTON
TX","77067
UNITED STATES",3.20173E+17,Transportation-Fuel
12/10/17,"TARGET - COLMA, CA",10.88,"00918671 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET,,"5001 JUNIPERO SERRA BLVD
COLMA
CA","94014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
12/10/17,"TARGET - COLMA, CA",78.68,"00918670 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET,,"5001 JUNIPERO SERRA BLVD
COLMA
CA","94014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
12/10/17,"THE TECH MUSEUM OF INNOVATION BBC BAR - San Jose, CA",27.6,"JJVW25 squareup.com/receipts
squareup.com/receipts
 squareup.com/receipts 
 ",THE TECH MUSEUM OF INNOVATION BBC BAR,,"201 S MARKET ST
SAN JOSE
CA","95113
UNITED STATES OF AMERICA (THE)",3.20173E+17,Restaurant-Restaurant
12/11/17,"APPLE ONLINE STORE - CUPERTINO, CA","1,035.62","W564965783A2488542547 48083-
2488542547 48083-
COM*PUTER/SOFTWARE
W564965783
6708394944
 2488542547 48083- 
  COM*PUTER/SOFTWARE  
  W564965783  
  6708394944  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/11/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3205516 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/11/17,"LOS ALTOS TAQUERIA 0108 - MOUNTAIN VIEW, CA",10.62,"57400280 650-965-7236
650-965-7236
FOOD/BEVERAGE  $0.00
 650-965-7236 
  Description  
  FOOD/BEVERAGE  
 ",TAQUERIA LOS ALTOS,,"2105 OLD MIDDLEFIELD WAY, STE E
MOUNTAIN VIEW
CA","94043-2464
UNITED STATES",3.20173E+17,Restaurant-Restaurant
12/11/17,"ZAZZLE - REDWOOD CITY, CA",27.89,"43368521 888-892-9953
888-892-9953
MISCELLANEOUS GENER $0.00
 888-892-9953 
  Description  
  MISCELLANEOUS GENER 
 ",ZAZZLE.COM,,"1900 SEAPORT BLVD
FL 4
REDWOOD CITY
CA","94063-5588
UNITED STATES",3.20173E+17,Merchandise & Supplies-Mail Order
12/12/17,"APPLE ONLINE STORE - CUPERTINO, CA","1,215.82","W557104257A2488542547 48085-
2488542547 48085-
COM*PUTER/SOFTWARE
W557104257
6708729863
 2488542547 48085- 
  COM*PUTER/SOFTWARE  
  W557104257  
  6708729863  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/12/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3216598 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/12/17,"AplPay CMSVEND*CV SAN JOSE 000015303 - SAN JOSE, CA",1.7,"00100044758 7043284000
7043284000
FAST FOOD REST.  $1.70
 7043284000 
  Description   Price 
  FAST FOOD REST.   $1.70 
 ",OSULLIVAN VENDING SERVICE,,"1525 ATTEBERRY LN
SAN JOSE
CA","95131
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/12/17,"NAAN CURRY LLC 0148 - SAN JOSE, CA",23.73,"40580098 510-825-7025
510-825-7025
EXPRESS PAY SVC FAS $0.00
 510-825-7025 
  Description  
  EXPRESS PAY SVC FAS 
 ",NAAN CURRY,,"375 SARATOGA AVE STE E
SAN JOSE
CA","95129
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/12/17,"UBER *TRIP RTAO2 - HELP.UBER.COM, CA",6.99,"D7H82M67 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
12/13/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3227072 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/13/17,"TARGET CUPERTINO MAIN STREET 3224 - CUPERTINO, CA",34.86,"00799766 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET STORE,,"19499 STEVENS CREEK BLVD.
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
12/14/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3,"587631 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/14/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",8,"3238431 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
12/14/17,"TRADER JOE'S #225 QPS 225 - SAN FRANCISCO, CA",117.53,"0182093 626-599-3700
626-599-3700
GROCERY STORES,SUPE $0.00
 626-599-3700 
  Description  
  GROCERY STORES,SUPE 
 ",TRADER JOES,,"10 FOURTH ST
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
12/14/17,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",0.99,"MN9VHTKJ0GA DIRECT MKTG INTERNET
DIRECT MKTG INTERNET
 DIRECT MKTG INTERNET 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
12/15/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",8,"3248439 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20174E+17,Restaurant-Bar & Café
12/15/17,"CHIPOTLE 1702 0043 - SAN FRANCISCO, CA",11.45,"0000010713 303-595-4000
303-595-4000
FAST FOOD RESTAURAN $0.00
 303-595-4000 
  Description  
  FAST FOOD RESTAURAN 
 ",Chipotle Mexican Grill,,"865 MARKET ST, STE C10
SAN FRANCISCO
CA","94103-1900
UNITED STATES",3.20174E+17,Restaurant-Bar & Café
12/15/17,ONLINE PAYMENT - THANK YOU,"-4,500.00",,,,,,3.20173E+17,
12/15/17,SPOTIFY USA - NEW YORK,9.99,"P04554253B DIRECT MKTG MISC
DIRECT MKTG MISC
 DIRECT MKTG MISC 
 ",SPOTIFY MUSIC SUBS USD RECURRING,,"4TH, 25 ARGYLL ST
LONDON","W1F 7TU
UNITED KINGDOM OF GB AND NI",3.20174E+17,Merchandise & Supplies-Music & Video
12/16/17,"AMAZON.COM - AMZN.COM/BILL, WA",-1.67,"5M7IZ47F6FQ DIRECT MKTG MISC
DIRECT MKTG MISC
 DIRECT MKTG MISC 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20174E+17,Merchandise & Supplies-Internet Purchase
12/16/17,"LYFT *RIDE FRI 6PM - SAN FRANCISCO, CA",10.15,"OPSNT_BXNK2(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/16/17,"MRS FIELDS COOKIES - SAN FRANCISCO, CA",5.99,"525530 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",Mrs Fields,,"865 MARKET ST SPC 9000
SAN FRANCISCO
CA","94103-1900
UNITED STATES",3.20174E+17,Restaurant-Bar & Café
12/16/17,"SAFEWAY STORE 0759 - SAN FRANCISCO, CA",116.64,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20174E+17,Merchandise & Supplies-Groceries
12/16/17,"UBER *TRIP CPWD4 - HELP.UBER.COM, CA",10.05,"QDZWQ4TS HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/17/17,"GRIDDLE FRESH 0001 - SAN FRANCISCO, CA",25.59,"00068196 415-647-7037
415-647-7037
GENERAL MERCH  $0.00
 415-647-7037 
  Description  
  GENERAL MERCH  
 ",GRIDDLE FRESH,,"4007 24TH ST
SAN FRANCISCO
CA","94114-3715
UNITED STATES",3.20174E+17,Restaurant-Restaurant
12/17/17,"LYFT *RIDE SUN 11AM - SAN FRANCISCO, CA",9.54,"OPSNT_BY7KH(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/17/17,"LYFT *RIDE SUN 9AM - SAN FRANCISCO, CA",9.36,"OPSNT_BY3NS(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/17/17,"SODINIS RESTAURANT 650000002080516 - SAN FRANCISCO, CA",70,"10156320171 4152910499
4152910499
TIP9.35
TIP0.00
TIP0.00
TIP0.00
 4152910499 
  TIP  $9.35 
 ",SODINI'S GREEN VALLEY RESTAURANT,,"510 GREEN ST
SAN FRANCISCO
CA","94133
UNITED STATES",3.20174E+17,Restaurant-Restaurant
12/17/17,"UBER *TRIP DQL5V - HELP.UBER.COM, CA",12.08,"9B06CA10 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/18/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3259845 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20174E+17,Restaurant-Bar & Café
12/18/17,"AplPay CMSVEND*CV SAN JOSE 000015303 - SAN JOSE, CA",0.85,"00100044758 7043284000
7043284000
FAST FOOD REST.  $0.85
 7043284000 
  Description   Price 
  FAST FOOD REST.   $0.85 
 ",OSULLIVAN VENDING SERVICE,,"1525 ATTEBERRY LN
SAN JOSE
CA","95131
UNITED STATES",3.20174E+17,Restaurant-Bar & Café
12/18/17,"LYFT *RIDE SUN 7PM - SAN FRANCISCO, CA",15.15,"OPSNT_BYZZ5(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/18/17,"UBER *TRIP 7WKMY - HELP.UBER.COM, CA",9.63,"7FQRVAJ1 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20174E+17,Transportation-Taxis & Coach
12/19/17,"APPLE ONLINE STORE - CUPERTINO, CA","1,237.68","W580503109A2488542547 19103-
2488542547 19103-
COM*PUTER/SOFTWARE
W580503109
6710627328
 2488542547 19103- 
  COM*PUTER/SOFTWARE  
  W580503109  
  6710627328  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20174E+17,Merchandise & Supplies-Internet Purchase
12/19/17,"BJS RESTAURANTS 425 000000000000000 - CUPERTINO, CA",8,"432 RESTAURANT
RESTAURANT
FOOD/BEVERAGE3.27
TIP4.73
TIP0.00
TIP0.00
 RESTAURANT 
  FOOD/BEVERAGE  $3.27 
  TIP  $4.73 
 ",BJ's Restaurant & Brewhouse,,"10690 N DE ANZA BLVD
CUPERTINO
CA","95014-2031
UNITED STATES",3.20174E+17,Restaurant-Restaurant
